No,Easting,Northing,ELEVATION
48599,129812.055,2685761.652,14.661
48600,129812.055,2685756.652,14.349
48601,129812.055,2685751.652,14.712
48602,129812.055,2685746.652,14.549
48603,129812.055,2685741.652,14.601
48604,129812.055,2685736.652,14.502
48605,129812.055,2685731.652,14.377
48606,129812.055,2685726.652,14.565
48607,129812.055,2685721.652,14.277
48608,129812.055,2685716.652,14.216
48609,129812.055,2685711.652,14.305
48610,129812.055,2685706.652,14.453
48611,129812.055,2685701.652,14.234
48612,129812.055,2685696.652,14.23
48613,129812.055,2685691.652,14.264
48614,129812.055,2685686.652,14.217
48615,129812.055,2685681.652,14.234
48616,129812.055,2685676.652,14.24
48617,129812.055,2685671.652,14.264
48618,129812.055,2685666.652,14.379
48619,129812.055,2685661.652,14.364
48620,129812.055,2685656.652,14.371
48621,129812.055,2685651.652,14.35
48622,129812.055,2685646.652,14.298
48623,129812.055,2685641.652,14.401
48624,129812.055,2685636.652,14.324
48625,129812.055,2685631.652,14.333
48626,129812.055,2685626.652,14.426
48627,129812.055,2685621.652,14.375
48628,129812.055,2685616.652,14.359
48629,129812.055,2685611.652,14.499
48630,129812.055,2685606.652,14.235
48631,129812.055,2685601.652,14.267
48632,129812.055,2685596.652,14.21
48633,129812.055,2685591.652,14.231
48634,129812.055,2685586.652,14.234
48635,129812.055,2685581.652,14.231
48636,129812.055,2685576.652,14.279
48637,129812.055,2685571.652,14.252
48638,129812.055,2685566.652,14.19
48639,129812.055,2685561.652,14.16
48640,129812.055,2685556.652,14.146
48641,129812.055,2685551.652,14.175
48642,129812.055,2685546.652,14.15
48643,129812.055,2685541.652,14.185
48644,129812.055,2685536.652,14.189
48645,129812.055,2685531.652,14.183
48646,129812.055,2685526.652,14.193
48647,129812.055,2685521.652,14.179
48648,129812.055,2685516.652,14.184
48649,129812.055,2685511.652,14.181
48650,129812.055,2685506.652,14.184
48651,129812.055,2685501.652,14.213
48652,129812.055,2685496.652,14.218
48653,129812.055,2685491.652,14.194
48654,129812.055,2685486.652,14.188
48655,129812.055,2685481.652,14.165
48656,129812.055,2685476.652,14.145
48657,129812.055,2685471.652,14.129
48658,129812.055,2685466.652,14.117
48659,129812.055,2685461.652,14.096
48660,129812.055,2685456.652,14.148
48661,129812.055,2685451.652,14.17
48662,129812.055,2685446.652,14.17
48663,129812.055,2685441.652,14.13
48664,129817.055,2687001.652,15.391
48665,129817.055,2686996.652,15.271
48666,129817.055,2686991.652,15.284
48667,129817.055,2686986.652,15.341
48668,129817.055,2686981.652,15.414
48669,129817.055,2686976.652,15.436
48670,129817.055,2686971.652,15.594
48671,129817.055,2686966.652,15.426
48672,129817.055,2686961.652,15.486
48673,129817.055,2686956.652,15.519
48674,129817.055,2686951.652,15.553
48675,129817.055,2686946.652,15.57
48676,129817.055,2686941.652,15.582
48677,129817.055,2686936.652,15.641
48678,129817.055,2686931.652,15.621
48679,129817.055,2686926.652,15.635
48680,129817.055,2686921.652,15.64
48681,129817.055,2686916.652,15.629
48682,129817.055,2686911.652,15.611
48683,129817.055,2686906.652,15.706
48684,129817.055,2686901.652,15.646
48685,129817.055,2686896.652,15.852
48686,129817.055,2686891.652,16.005
48687,129817.055,2686886.652,16.331
48688,129817.055,2686881.652,16.618
48689,129817.055,2686876.652,16.401
48690,129817.055,2686871.652,16.372
48691,129817.055,2686866.652,16.361
48692,129817.055,2686861.652,15.798
48693,129817.055,2686856.652,15.607
48694,129817.055,2686851.652,15.582
48695,129817.055,2686846.652,15.653
48696,129817.055,2686841.652,15.882
48697,129817.055,2686836.652,16.044
48698,129817.055,2686831.652,16.085
48699,129817.055,2686826.652,16.234
48700,129817.055,2686821.652,16.16
48701,129817.055,2686816.652,16.367
48702,129817.055,2686811.652,16.386
48703,129817.055,2686806.652,16.322
48704,129817.055,2686801.652,16.205
48705,129817.055,2686796.652,16.218
48706,129817.055,2686791.652,15.996
48707,129817.055,2686786.652,16.037
48708,129817.055,2686781.652,16.234
48709,129817.055,2686776.652,16.094
48710,129817.055,2686771.652,15.576
48711,129817.055,2686766.652,15.538
48712,129817.055,2686761.652,15.635
48713,129817.055,2686756.652,15.769
48714,129817.055,2686751.652,15.465
48715,129817.055,2686746.652,15.426
48716,129817.055,2686741.652,15.495
48717,129817.055,2686736.652,15.676
48718,129817.055,2686731.652,15.675
48719,129817.055,2686726.652,15.684
48720,129817.055,2686721.652,15.658
48721,129817.055,2686716.652,15.598
48722,129817.055,2686711.652,15.58
48723,129817.055,2686706.652,15.608
48724,129817.055,2686701.652,15.607
48725,129817.055,2686696.652,15.581
48726,129817.055,2686691.652,15.558
48727,129817.055,2686686.652,15.529
48728,129817.055,2686681.652,15.517
48729,129817.055,2686676.652,15.461
48730,129817.055,2686671.652,15.334
48731,129817.055,2686666.652,15.241
48732,129817.055,2686661.652,15.321
48733,129817.055,2686656.652,15.551
48734,129817.055,2686651.652,15.362
48735,129817.055,2686646.652,15.283
48736,129817.055,2686641.652,15.444
48737,129817.055,2686636.652,15.344
48738,129817.055,2686631.652,15.602
48739,129817.055,2686626.652,15.216
48740,129817.055,2686621.652,15.02
48741,129817.055,2686616.652,15.027
48742,129817.055,2686611.652,15.172
48743,129817.055,2686606.652,15.099
48744,129817.055,2686601.652,15.114
48745,129817.055,2686596.652,14.963
48746,129817.055,2686591.652,15.049
48747,129817.055,2686586.652,15.131
48748,129817.055,2686581.652,15.225
48749,129817.055,2686576.652,15.099
48750,129817.055,2686571.652,15.077
48751,129817.055,2686566.652,15.249
48752,129817.055,2686561.652,15.121
48753,129817.055,2686556.652,15.199
48754,129817.055,2686551.652,15.254
48755,129817.055,2686546.652,15.078
48756,129817.055,2686541.652,15.21
48757,129817.055,2686536.652,15.294
48758,129817.055,2686531.652,15.282
48759,129817.055,2686526.652,15.361
48760,129817.055,2686521.652,15.391
48761,129817.055,2686516.652,15.412
48762,129817.055,2686511.652,15.424
48763,129817.055,2686506.652,15.424
48764,129817.055,2686501.652,15.409
48765,129817.055,2686496.652,15.377
48766,129817.055,2686491.652,15.345
48767,129817.055,2686486.652,15.322
48768,129817.055,2686481.652,15.308
48769,129817.055,2686476.652,15.288
48770,129817.055,2686471.652,15.25
48771,129817.055,2686466.652,15.114
48772,129817.055,2686461.652,15.106
48773,129817.055,2686456.652,15.185
48774,129817.055,2686451.652,15.13
48775,129817.055,2686446.652,15.079
48776,129817.055,2686441.652,15.033
48777,129817.055,2686436.652,15.124
48778,129817.055,2686431.652,15.042
48779,129817.055,2686426.652,15.041
48780,129817.055,2686421.652,14.974
48781,129817.055,2686416.652,14.952
48782,129817.055,2686411.652,15.041
48783,129817.055,2686406.652,15.338
48784,129817.055,2686401.652,14.71
48785,129817.055,2686396.652,14.979
48786,129817.055,2686391.652,14.604
48787,129817.055,2686386.652,14.816
48788,129817.055,2686381.652,14.908
48789,129817.055,2686376.652,14.606
48790,129817.055,2686371.652,14.857
48791,129817.055,2686366.652,14.73
48792,129817.055,2686361.652,14.726
48793,129817.055,2686356.652,15.928
48794,129817.055,2686351.652,14.978
48795,129817.055,2686346.652,14.616
48796,129817.055,2686341.652,14.447
48797,129817.055,2686336.652,15.049
48798,129817.055,2686331.652,15.055
48799,129817.055,2686326.652,14.736
48800,129817.055,2686321.652,14.38
48801,129817.055,2686316.652,14.551
48802,129817.055,2686311.652,14.619
48803,129817.055,2686306.652,14.629
48804,129817.055,2686301.652,14.609
48805,129817.055,2686296.652,14.536
48806,129817.055,2686291.652,14.551
48807,129817.055,2686286.652,14.566
48808,129817.055,2686281.652,14.287
48809,129817.055,2686276.652,14.528
48810,129817.055,2686271.652,14.403
48811,129817.055,2686266.652,14.367
48812,129817.055,2686261.652,14.322
48813,129817.055,2686256.652,14.15
48814,129817.055,2686251.652,14.292
48815,129817.055,2686246.652,14.406
48816,129817.055,2686241.652,14.481
48817,129817.055,2686236.652,14.503
48818,129817.055,2686231.652,14.651
48819,129817.055,2686226.652,14.397
48820,129817.055,2686221.652,14.409
48821,129817.055,2686216.652,14.346
48822,129817.055,2686211.652,14.348
48823,129817.055,2686206.652,14.444
48824,129817.055,2686201.652,14.501
48825,129817.055,2686196.652,14.247
48826,129817.055,2686191.652,14.343
48827,129817.055,2686186.652,14.389
48828,129817.055,2686181.652,14.25
48829,129817.055,2686176.652,14.497
48830,129817.055,2686171.652,14.279
48831,129817.055,2686166.652,14.244
48832,129817.055,2686161.652,14.179
48833,129817.055,2686156.652,14.184
48834,129817.055,2686151.652,14.183
48835,129817.055,2686146.652,14.175
48836,129817.055,2686141.652,14.226
48837,129817.055,2686136.652,14.238
48838,129817.055,2686131.652,14.227
48839,129817.055,2686126.652,14.24
48840,129817.055,2686121.652,14.249
48841,129817.055,2686116.652,14.221
48842,129817.055,2686111.652,14.19
48843,129817.055,2686106.652,14.205
48844,129817.055,2686101.652,14.268
48845,129817.055,2686096.652,14.236
48846,129817.055,2686091.652,14.207
48847,129817.055,2686086.652,14.174
48848,129817.055,2686081.652,14.194
48849,129817.055,2686076.652,14.235
48850,129817.055,2686071.652,14.176
48851,129817.055,2686066.652,14.148
48852,129817.055,2686061.652,14.198
48853,129817.055,2686056.652,14.182
48854,129817.055,2686051.652,14.204
48855,129817.055,2686046.652,14.192
48856,129817.055,2686041.652,14.204
48857,129817.055,2686036.652,14.187
48858,129817.055,2686031.652,14.339
48859,129817.055,2686026.652,14.2
48860,129817.055,2686021.652,14.193
48861,129817.055,2686016.652,14.238
48862,129817.055,2686011.652,14.232
48863,129817.055,2686006.652,14.272
48864,129817.055,2686001.652,14.249
48865,129817.055,2685996.652,14.231
48866,129817.055,2685991.652,14.272
48867,129817.055,2685986.652,14.232
48868,129817.055,2685981.652,14.246
48869,129817.055,2685976.652,14.259
48870,129817.055,2685971.652,14.253
48871,129817.055,2685966.652,15.123
48872,129817.055,2685961.652,14.779
48873,129817.055,2685956.652,14.591
48874,129817.055,2685951.652,14.667
48875,129817.055,2685946.652,14.891
48876,129817.055,2685941.652,14.625
48877,129817.055,2685936.652,14.88
48878,129817.055,2685931.652,15.253
48879,129817.055,2685926.652,15.43
48880,129817.055,2685921.652,14.609
48881,129817.055,2685916.652,14.572
48882,129817.055,2685911.652,14.667
48883,129817.055,2685906.652,14.615
48884,129817.055,2685901.652,14.638
48885,129817.055,2685896.652,14.667
48886,129817.055,2685891.652,14.688
48887,129817.055,2685886.652,14.692
48888,129817.055,2685881.652,14.686
48889,129817.055,2685876.652,14.661
48890,129817.055,2685871.652,14.657
48891,129817.055,2685866.652,14.65
48892,129817.055,2685861.652,14.655
48893,129817.055,2685856.652,14.631
48894,129817.055,2685851.652,14.681
48895,129817.055,2685846.652,14.667
48896,129817.055,2685841.652,14.682
48897,129817.055,2685836.652,14.611
48898,129817.055,2685831.652,14.767
48899,129817.055,2685826.652,14.862
48900,129817.055,2685821.652,14.563
48901,129817.055,2685816.652,14.705
48902,129817.055,2685811.652,14.703
48903,129817.055,2685806.652,14.237
48904,129817.055,2685801.652,14.031
48905,129817.055,2685796.652,14.317
48906,129817.055,2685791.652,14.407
48907,129817.055,2685786.652,14.437
48908,129817.055,2685781.652,14.382
48909,129817.055,2685776.652,14.366
48910,129817.055,2685771.652,14.372
48911,129817.055,2685766.652,14.403
48912,129817.055,2685761.652,14.444
48913,129817.055,2685756.652,14.215
48914,129817.055,2685751.652,14.202
48915,129817.055,2685746.652,14.271
48916,129817.055,2685741.652,14.331
48917,129817.055,2685736.652,14.414
48918,129817.055,2685731.652,14.227
48919,129817.055,2685726.652,14.19
48920,129817.055,2685721.652,14.226
48921,129817.055,2685716.652,14.179
48922,129817.055,2685711.652,14.216
48923,129817.055,2685706.652,14.401
48924,129817.055,2685701.652,14.24
48925,129817.055,2685696.652,14.349
48926,129817.055,2685691.652,14.355
48927,129817.055,2685686.652,14.353
48928,129817.055,2685681.652,14.318
48929,129817.055,2685676.652,14.298
48930,129817.055,2685671.652,14.332
48931,129817.055,2685666.652,14.292
48932,129817.055,2685661.652,14.245
48933,129817.055,2685656.652,14.349
48934,129817.055,2685651.652,14.325
48935,129817.055,2685646.652,14.352
48936,129817.055,2685641.652,14.326
48937,129817.055,2685636.652,14.402
48938,129817.055,2685631.652,14.389
48939,129817.055,2685626.652,14.39
48940,129817.055,2685621.652,14.388
48941,129817.055,2685616.652,14.486
48942,129817.055,2685611.652,14.582
48943,129817.055,2685606.652,14.253
48944,129817.055,2685601.652,14.248
48945,129817.055,2685596.652,14.084
48946,129817.055,2685591.652,14.205
48947,129817.055,2685586.652,14.217
48948,129817.055,2685581.652,14.176
48949,129817.055,2685576.652,14.165
48950,129817.055,2685571.652,14.203
48951,129817.055,2685566.652,14.156
48952,129817.055,2685561.652,14.18
48953,129817.055,2685556.652,14.171
48954,129817.055,2685551.652,14.178
48955,129817.055,2685546.652,14.135
48956,129817.055,2685541.652,14.127
48957,129817.055,2685536.652,14.175
48958,129817.055,2685531.652,14.159
48959,129817.055,2685526.652,14.195
48960,129817.055,2685521.652,14.201
48961,129817.055,2685516.652,14.26
48962,129817.055,2685511.652,14.171
48963,129817.055,2685506.652,14.208
48964,129817.055,2685501.652,14.155
48965,129817.055,2685496.652,14.151
48966,129817.055,2685491.652,14.181
48967,129817.055,2685486.652,14.209
48968,129817.055,2685481.652,14.167
48969,129817.055,2685476.652,14.172
48970,129817.055,2685471.652,14.174
48971,129817.055,2685466.652,14.145
48972,129817.055,2685461.652,14.065
48973,129822.055,2687021.652,15.221
48974,129822.055,2687016.652,15.249
48975,129822.055,2687011.652,15.25
48976,129822.055,2687006.652,15.269
48977,129822.055,2687001.652,15.282
48978,129822.055,2686996.652,15.309
48979,129822.055,2686991.652,15.321
48980,129822.055,2686986.652,15.373
48981,129822.055,2686981.652,15.452
48982,129822.055,2686976.652,15.467
48983,129822.055,2686971.652,15.598
48984,129822.055,2686966.652,15.714
48985,129822.055,2686961.652,15.577
48986,129822.055,2686956.652,15.647
48987,129822.055,2686951.652,15.689
48988,129822.055,2686946.652,15.701
48989,129822.055,2686941.652,15.707
48990,129822.055,2686936.652,15.687
48991,129822.055,2686931.652,15.669
48992,129822.055,2686926.652,16.025
48993,129822.055,2686921.652,16.459
48994,129822.055,2686916.652,16.404
48995,129822.055,2686911.652,16.651
48996,129822.055,2686906.652,16.878
48997,129822.055,2686901.652,16.898
48998,129822.055,2686896.652,16.988
48999,129822.055,2686891.652,17.011
49000,129822.055,2686886.652,16.604
49001,129822.055,2686881.652,15.662
49002,129822.055,2686876.652,15.641
49003,129822.055,2686871.652,15.597
49004,129822.055,2686866.652,15.638
49005,129822.055,2686861.652,16.485
49006,129822.055,2686856.652,16.365
49007,129822.055,2686851.652,16.353
49008,129822.055,2686846.652,16.449
49009,129822.055,2686841.652,16.292
49010,129822.055,2686836.652,15.987
49011,129822.055,2686831.652,16.069
49012,129822.055,2686826.652,15.903
49013,129822.055,2686821.652,15.987
49014,129822.055,2686816.652,15.912
49015,129822.055,2686811.652,16.33
49016,129822.055,2686806.652,16.483
49017,129822.055,2686801.652,15.961
49018,129822.055,2686796.652,15.822
49019,129822.055,2686791.652,15.745
49020,129822.055,2686786.652,15.807
49021,129822.055,2686781.652,15.726
49022,129822.055,2686776.652,15.694
49023,129822.055,2686771.652,15.681
49024,129822.055,2686766.652,15.76
49025,129822.055,2686761.652,15.753
49026,129822.055,2686756.652,15.732
49027,129822.055,2686751.652,15.71
49028,129822.055,2686746.652,15.725
49029,129822.055,2686741.652,15.753
49030,129822.055,2686736.652,15.785
49031,129822.055,2686731.652,15.778
49032,129822.055,2686726.652,15.721
49033,129822.055,2686721.652,15.688
49034,129822.055,2686716.652,15.574
49035,129822.055,2686711.652,15.571
49036,129822.055,2686706.652,15.557
49037,129822.055,2686701.652,15.35
49038,129822.055,2686696.652,15.414
49039,129822.055,2686691.652,15.205
49040,129822.055,2686686.652,15.175
49041,129822.055,2686681.652,15.155
49042,129822.055,2686676.652,14.964
49043,129822.055,2686671.652,14.994
49044,129822.055,2686666.652,14.95
49045,129822.055,2686661.652,14.862
49046,129822.055,2686656.652,15.381
49047,129822.055,2686651.652,15.152
49048,129822.055,2686646.652,15.041
49049,129822.055,2686641.652,15.042
49050,129822.055,2686636.652,15.023
49051,129822.055,2686631.652,15.404
49052,129822.055,2686626.652,14.911
49053,129822.055,2686621.652,14.935
49054,129822.055,2686616.652,14.927
49055,129822.055,2686611.652,14.968
49056,129822.055,2686606.652,14.939
49057,129822.055,2686601.652,14.958
49058,129822.055,2686596.652,14.939
49059,129822.055,2686591.652,14.98
49060,129822.055,2686586.652,14.983
49061,129822.055,2686581.652,15.003
49062,129822.055,2686576.652,14.86
49063,129822.055,2686571.652,14.862
49064,129822.055,2686566.652,14.908
49065,129822.055,2686561.652,14.983
49066,129822.055,2686556.652,14.963
49067,129822.055,2686551.652,14.926
49068,129822.055,2686546.652,14.908
49069,129822.055,2686541.652,14.802
49070,129822.055,2686536.652,14.669
49071,129822.055,2686531.652,14.791
49072,129822.055,2686526.652,14.934
49073,129822.055,2686521.652,15.088
49074,129822.055,2686516.652,15.309
49075,129822.055,2686511.652,15.304
49076,129822.055,2686506.652,15.401
49077,129822.055,2686501.652,15.311
49078,129822.055,2686496.652,15.212
49079,129822.055,2686491.652,15.181
49080,129822.055,2686486.652,15.236
49081,129822.055,2686481.652,15.202
49082,129822.055,2686476.652,15.246
49083,129822.055,2686471.652,15.261
49084,129822.055,2686466.652,15.234
49085,129822.055,2686461.652,15.189
49086,129822.055,2686456.652,15.162
49087,129822.055,2686451.652,15.158
49088,129822.055,2686446.652,15.165
49089,129822.055,2686441.652,15.161
49090,129822.055,2686436.652,15.151
49091,129822.055,2686431.652,15.125
49092,129822.055,2686426.652,15.07
49093,129822.055,2686421.652,15.046
49094,129822.055,2686416.652,15.035
49095,129822.055,2686411.652,15.048
49096,129822.055,2686406.652,15.055
49097,129822.055,2686401.652,15.061
49098,129822.055,2686396.652,15.076
49099,129822.055,2686391.652,15.071
49100,129822.055,2686386.652,15.064
49101,129822.055,2686381.652,15.063
49102,129822.055,2686376.652,15.042
49103,129822.055,2686371.652,15.004
49104,129822.055,2686366.652,14.938
49105,129822.055,2686361.652,14.965
49106,129822.055,2686356.652,14.952
49107,129822.055,2686351.652,14.978
49108,129822.055,2686346.652,14.976
49109,129822.055,2686341.652,14.948
49110,129822.055,2686336.652,14.973
49111,129822.055,2686331.652,14.874
49112,129822.055,2686326.652,14.915
49113,129822.055,2686321.652,14.907
49114,129822.055,2686316.652,14.951
49115,129822.055,2686311.652,15.022
49116,129822.055,2686306.652,14.875
49117,129822.055,2686301.652,14.825
49118,129822.055,2686296.652,15.001
49119,129822.055,2686291.652,14.8
49120,129822.055,2686286.652,14.856
49121,129822.055,2686281.652,14.758
49122,129822.055,2686276.652,14.798
49123,129822.055,2686271.652,14.795
49124,129822.055,2686266.652,14.806
49125,129822.055,2686261.652,14.728
49126,129822.055,2686256.652,14.819
49127,129822.055,2686251.652,14.82
49128,129822.055,2686246.652,15.285
49129,129822.055,2686241.652,14.836
49130,129822.055,2686236.652,14.726
49131,129822.055,2686231.652,14.724
49132,129822.055,2686226.652,14.777
49133,129822.055,2686221.652,14.601
49134,129822.055,2686216.652,14.714
49135,129822.055,2686211.652,14.724
49136,129822.055,2686206.652,14.671
49137,129822.055,2686201.652,14.703
49138,129822.055,2686196.652,14.698
49139,129822.055,2686191.652,14.787
49140,129822.055,2686186.652,15.214
49141,129822.055,2686181.652,14.582
49142,129822.055,2686176.652,14.671
49143,129822.055,2686171.652,14.524
49144,129822.055,2686166.652,14.449
49145,129822.055,2686161.652,14.37
49146,129822.055,2686156.652,14.374
49147,129822.055,2686151.652,14.349
49148,129822.055,2686146.652,14.374
49149,129822.055,2686141.652,14.479
49150,129822.055,2686136.652,14.474
49151,129822.055,2686131.652,14.555
49152,129822.055,2686126.652,14.499
49153,129822.055,2686121.652,14.455
49154,129822.055,2686116.652,14.277
49155,129822.055,2686111.652,14.451
49156,129822.055,2686106.652,14.484
49157,129822.055,2686101.652,14.433
49158,129822.055,2686096.652,14.301
49159,129822.055,2686091.652,14.489
49160,129822.055,2686086.652,14.495
49161,129822.055,2686081.652,14.396
49162,129822.055,2686076.652,14.536
49163,129822.055,2686071.652,14.523
49164,129822.055,2686066.652,14.34
49165,129822.055,2686061.652,14.489
49166,129822.055,2686056.652,14.361
49167,129822.055,2686051.652,14.329
49168,129822.055,2686046.652,14.314
49169,129822.055,2686041.652,14.464
49170,129822.055,2686036.652,14.317
49171,129822.055,2686031.652,14.48
49172,129822.055,2686026.652,14.39
49173,129822.055,2686021.652,14.257
49174,129822.055,2686016.652,14.364
49175,129822.055,2686011.652,14.568
49176,129822.055,2686006.652,14.495
49177,129822.055,2686001.652,14.397
49178,129822.055,2685996.652,14.527
49179,129822.055,2685991.652,14.485
49180,129822.055,2685986.652,14.562
49181,129822.055,2685981.652,14.661
49182,129822.055,2685976.652,14.647
49183,129822.055,2685971.652,14.691
49184,129822.055,2685966.652,14.629
49185,129822.055,2685961.652,14.689
49186,129822.055,2685956.652,14.68
49187,129822.055,2685951.652,14.637
49188,129822.055,2685946.652,14.639
49189,129822.055,2685941.652,14.645
49190,129822.055,2685936.652,14.673
49191,129822.055,2685931.652,14.696
49192,129822.055,2685926.652,14.691
49193,129822.055,2685921.652,14.68
49194,129822.055,2685916.652,14.664
49195,129822.055,2685911.652,14.649
49196,129822.055,2685906.652,14.64
49197,129822.055,2685901.652,14.625
49198,129822.055,2685896.652,14.616
49199,129822.055,2685891.652,14.599
49200,129822.055,2685886.652,14.617
49201,129822.055,2685881.652,14.629
49202,129822.055,2685876.652,14.587
49203,129822.055,2685871.652,14.483
49204,129822.055,2685866.652,14.493
49205,129822.055,2685861.652,14.389
49206,129822.055,2685856.652,14.334
49207,129822.055,2685851.652,14.604
49208,129822.055,2685846.652,14.431
49209,129822.055,2685841.652,14.283
49210,129822.055,2685836.652,14.503
49211,129822.055,2685831.652,14.551
49212,129822.055,2685826.652,14.642
49213,129822.055,2685821.652,14.518
49214,129822.055,2685816.652,14.327
49215,129822.055,2685811.652,14.264
49216,129822.055,2685806.652,14.364
49217,129822.055,2685801.652,14.346
49218,129822.055,2685796.652,14.335
49219,129822.055,2685791.652,14.308
49220,129822.055,2685786.652,14.268
49221,129822.055,2685781.652,14.447
49222,129822.055,2685776.652,14.334
49223,129822.055,2685771.652,14.349
49224,129822.055,2685766.652,14.339
49225,129822.055,2685761.652,14.459
49226,129822.055,2685756.652,14.192
49227,129822.055,2685751.652,14.287
49228,129822.055,2685746.652,14.22
49229,129822.055,2685741.652,14.3
49230,129822.055,2685736.652,14.281
49231,129822.055,2685731.652,14.21
49232,129822.055,2685726.652,14.258
49233,129822.055,2685721.652,14.271
49234,129822.055,2685716.652,14.239
49235,129822.055,2685711.652,14.277
49236,129822.055,2685706.652,14.402
49237,129822.055,2685701.652,14.276
49238,129822.055,2685696.652,14.317
49239,129822.055,2685691.652,14.322
49240,129822.055,2685686.652,14.427
49241,129822.055,2685681.652,14.367
49242,129822.055,2685676.652,14.302
49243,129822.055,2685671.652,14.338
49244,129822.055,2685666.652,14.314
49245,129822.055,2685661.652,14.291
49246,129822.055,2685656.652,14.321
49247,129822.055,2685651.652,14.415
49248,129822.055,2685646.652,14.343
49249,129822.055,2685641.652,14.275
49250,129822.055,2685636.652,14.325
49251,129822.055,2685631.652,14.438
49252,129822.055,2685626.652,14.37
49253,129822.055,2685621.652,14.395
49254,129822.055,2685616.652,14.501
49255,129822.055,2685611.652,14.589
49256,129822.055,2685606.652,14.228
49257,129822.055,2685601.652,14.224
49258,129822.055,2685596.652,14.12
49259,129822.055,2685591.652,14.183
49260,129822.055,2685586.652,14.21
49261,129822.055,2685581.652,14.261
49262,129822.055,2685576.652,14.139
49263,129822.055,2685571.652,14.159
49264,129822.055,2685566.652,14.174
49265,129822.055,2685561.652,14.184
49266,129822.055,2685556.652,14.175
49267,129822.055,2685551.652,14.16
49268,129822.055,2685546.652,14.165
49269,129822.055,2685541.652,14.145
49270,129822.055,2685536.652,14.185
49271,129822.055,2685531.652,14.173
49272,129822.055,2685526.652,14.182
49273,129822.055,2685521.652,14.202
49274,129822.055,2685516.652,14.205
49275,129822.055,2685511.652,14.218
49276,129822.055,2685506.652,14.246
49277,129822.055,2685501.652,14.139
49278,129822.055,2685496.652,14.16
49279,129822.055,2685491.652,14.166
49280,129822.055,2685486.652,14.175
49281,129827.055,2687041.652,15.258
49282,129827.055,2687036.652,15.288
49283,129827.055,2687031.652,15.393
49284,129827.055,2687026.652,15.284
49285,129827.055,2687021.652,15.411
49286,129827.055,2687016.652,15.386
49287,129827.055,2687011.652,15.241
49288,129827.055,2687006.652,15.269
49289,129827.055,2687001.652,15.32
49290,129827.055,2686996.652,15.336
49291,129827.055,2686991.652,15.352
49292,129827.055,2686986.652,15.391
49293,129827.055,2686981.652,15.494
49294,129827.055,2686976.652,15.495
49295,129827.055,2686971.652,15.624
49296,129827.055,2686966.652,16.039
49297,129827.055,2686961.652,15.848
49298,129827.055,2686956.652,15.683
49299,129827.055,2686951.652,15.742
49300,129827.055,2686946.652,15.718
49301,129827.055,2686941.652,15.957
49302,129827.055,2686936.652,16.219
49303,129827.055,2686931.652,16.253
49304,129827.055,2686926.652,15.841
49305,129827.055,2686921.652,16.001
49306,129827.055,2686916.652,15.884
49307,129827.055,2686911.652,15.791
49308,129827.055,2686906.652,15.796
49309,129827.055,2686901.652,15.736
49310,129827.055,2686896.652,15.751
49311,129827.055,2686891.652,15.71
49312,129827.055,2686886.652,15.584
49313,129827.055,2686881.652,15.581
49314,129827.055,2686876.652,15.57
49315,129827.055,2686871.652,15.594
49316,129827.055,2686866.652,15.701
49317,129827.055,2686861.652,15.661
49318,129827.055,2686856.652,15.881
49319,129827.055,2686851.652,15.984
49320,129827.055,2686846.652,15.788
49321,129827.055,2686841.652,16.554
49322,129827.055,2686836.652,15.875
49323,129827.055,2686831.652,15.686
49324,129827.055,2686826.652,15.727
49325,129827.055,2686821.652,15.783
49326,129827.055,2686816.652,15.624
49327,129827.055,2686811.652,15.724
49328,129827.055,2686806.652,15.827
49329,129827.055,2686801.652,15.747
49330,129827.055,2686796.652,15.802
49331,129827.055,2686791.652,15.828
49332,129827.055,2686786.652,15.843
49333,129827.055,2686781.652,15.813
49334,129827.055,2686776.652,15.8
49335,129827.055,2686771.652,15.759
49336,129827.055,2686766.652,15.705
49337,129827.055,2686761.652,15.58
49338,129827.055,2686756.652,15.571
49339,129827.055,2686751.652,15.653
49340,129827.055,2686746.652,15.479
49341,129827.055,2686741.652,15.488
49342,129827.055,2686736.652,15.382
49343,129827.055,2686731.652,15.465
49344,129827.055,2686726.652,15.242
49345,129827.055,2686721.652,15.13
49346,129827.055,2686716.652,15.15
49347,129827.055,2686711.652,15.121
49348,129827.055,2686706.652,15.023
49349,129827.055,2686701.652,14.886
49350,129827.055,2686696.652,14.853
49351,129827.055,2686691.652,14.876
49352,129827.055,2686686.652,14.913
49353,129827.055,2686681.652,14.93
49354,129827.055,2686676.652,15.016
49355,129827.055,2686671.652,14.937
49356,129827.055,2686666.652,14.94
49357,129827.055,2686661.652,14.913
49358,129827.055,2686656.652,14.892
49359,129827.055,2686651.652,15.032
49360,129827.055,2686646.652,15.017
49361,129827.055,2686641.652,14.965
49362,129827.055,2686636.652,15.022
49363,129827.055,2686631.652,14.665
49364,129827.055,2686626.652,14.858
49365,129827.055,2686621.652,14.887
49366,129827.055,2686616.652,14.911
49367,129827.055,2686611.652,14.926
49368,129827.055,2686606.652,14.949
49369,129827.055,2686601.652,14.934
49370,129827.055,2686596.652,14.968
49371,129827.055,2686591.652,14.897
49372,129827.055,2686586.652,14.943
49373,129827.055,2686581.652,14.996
49374,129827.055,2686576.652,14.798
